,Title,Suggested Duration,Address,Ratings,Transport
555,Roupell Street,Suggested Duration Not Available,"Roupell street Lambeth, London SE1 8TB England",Ratings Not Available,"['Southwark', 'Waterloo', 'Rental Cars']"
556,Siam Body and Soul,Suggested Duration:1-2 hours,"33 Chalton Street Kings Cross / Euston / St. Pancras Int., London NW1 1JD England",4.5,"['Euston', 'London Euston', 'Rental Cars']"
557,The Memorial to the Brigade of Gurkhas,Suggested Duration Not Available,"1 Horse Guards Avenue, London SW1A 2HU England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
558,Viscount Palmerston Statue,Suggested Duration Not Available,"Parliament Square Parliament Square Garden, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
559,St George the Martyr,Suggested Duration Not Available,"/ Marshalsea Street / Tabard Street / Long Lane Opp. Borough Station Borough High Street Southwark, London SE1 1JA England",Ratings Not Available,"['London Bridge', 'Southwark', 'Rental Cars']"
560,Sands Films Cinema Club and Theatre,Suggested Duration:2-3 hours,"82 St. Marychurch Street, London SE16 4HZ England",5,"['Wapping', 'Beckton Park', 'Rental Cars']"
561,Canada House,Suggested Duration Not Available,"Trafalgar Square, London SW1Y 5BJ England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
562,Dulwich Hamlet Football Club,Suggested Duration Not Available,"East DULWICH CHAMPION Hill Edgar Kail Way, London SE22 8BD England",Ratings Not Available,"['London Bridge', 'Southwark', 'Rental Cars']"
563,Statue of Robert Clive,Suggested Duration Not Available,"Clive Steps King Charles Street, London SW1A 2AQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
564,Festival Pier,Suggested Duration Not Available,"South Bank, London England",Ratings Not Available,"['Embankment', 'Waterloo', 'Rental Cars']"
565,The Guild Church of St. Margaret Pattens,Suggested Duration Not Available,"Rood Lane Eastcheap, London EC3M 1HS England",Ratings Not Available,"['Monument', 'Bank', 'Rental Cars']"
566,Hodge the Cat,Suggested Duration Not Available,"17 Gough Square, London EC4A 3DE England",Ratings Not Available,"['Chancery Lane', 'Blackfriars', 'Rental Cars']"
567,The Camden Centre,Suggested Duration Not Available,"Town Hall Judd Street, London WC1H 9JE England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Russell Square', 'Rental Cars']"
568,Edward Smith Stanley Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
569,St George’s Church,Suggested Duration Not Available,"Bloomsbury Way Bloomsbury, London WC1A 2SD England",Ratings Not Available,"['Holborn', 'Tottenham Court Road', 'Rental Cars']"
570,Shadwell Basin,Suggested Duration Not Available,"Wapping, London England",Ratings Not Available,"['Beckton Park', 'Wapping', 'Rental Cars']"
571,Canada Gate,Suggested Duration Not Available,"S Carriage Dr,, London W1J 7NT England",Ratings Not Available,"['Green Park', 'Hyde Park Corner', 'Rental Cars']"
572,Boy David Memorial,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
573,St John's Waterloo,Suggested Duration Not Available,"Waterloo Road, London SE1 8TY England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
574,Statue of General Sir James Outram,Suggested Duration Not Available,"Northumberland Avenue Whitehall Gardens, London WC2N 6PB England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
575,Edward VII Memorial Statue,Suggested Duration Not Available,"Waterloo Place, London SW1Y 5ER England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
576,Statue of George V,Suggested Duration Not Available,"Abingdon St, London England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
577,Merton Abbey Mills,Suggested Duration Not Available,"Merton Abbey Mills Watermill Way, London SW19 2RD England",Ratings Not Available,"['Morden', 'Putney Bridge', 'Rental Cars']"
578,Hugh Trenchard Statue,Suggested Duration Not Available,"Victoria Embankment Gardens , Whitehall Garden, Ministry of Defence Section, London England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
579,London Troops War Memorial,Suggested Duration Not Available,"1 Cornhill, London EC3V 3ND England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
580,Clerkenwell,Suggested Duration Not Available,London England,Ratings Not Available,"['Farringdon', 'Barbican', 'Rental Cars']"
581,Lancaster House,Suggested Duration Not Available,"Stable Yard, London SW1A 1BB England",Ratings Not Available,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
582,Whitechapel Road,Suggested Duration Not Available,London England,Ratings Not Available,"['Aldgate East', 'Aldgate', 'Rental Cars']"
583,Charlton House & Gardens,Suggested Duration Not Available,"Public Library Charlton House Charlton Road, London SE7 8RE England",4,"['Pontoon Dock', 'Woolwich Arsenal', 'Rental Cars']"
584,George Washington Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
585,Battersea Bridge,Suggested Duration Not Available,"1 Battersea Bridge Road, London SW11 3BZ England",4,"['Fulham Broadway', 'Parsons Green', 'Rental Cars']"
586,The Brunel Museum at Rotherhithe,Suggested Duration Not Available,"Railway Avenue, Rotherhithe, London SE16 4LF England",Ratings Not Available,"['Wapping', 'Beckton Park', 'Rental Cars']"
587,Thames Path,Suggested Duration Not Available,London E14 8RH England,Ratings Not Available,"['King George V', 'London City Airport', 'Rental Cars']"
588,Statue of James Henry Greathead,Suggested Duration Not Available,"14 Cornhill, London EC3V 3NR England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
589,Henry John Temple Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
590,Korean War Memorial,Suggested Duration Not Available,London England,Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
591,Tin Pan Alley,Suggested Duration Not Available,"Denmark Street, London WC2H 8NJ England",Ratings Not Available,"['Tottenham Court Road', 'Covent Garden', 'Rental Cars']"
592,Chancery Lane,Suggested Duration Not Available,London England,Ratings Not Available,"['Chancery Lane', 'Temple', 'Rental Cars']"
593,11 September 2001 Memorial Gardens,Suggested Duration Not Available,"Grosvenor Square, London England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
594,Church of St. Martin-within-Ludgate,Suggested Duration Not Available,"40 Ludgate Hill, London EC4M 7DE England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
595,Young Dancer,Suggested Duration Not Available,"Bow Street Broad Court, London England",Ratings Not Available,"['Covent Garden', 'Holborn', 'Rental Cars']"
596,Corpus Christi Catholic Church,Suggested Duration Not Available,"1 Maiden Lane, London WC2E 7NB England",5,"['Covent Garden', 'Embankment', 'Rental Cars']"
597,Major General Sir Henry Havelock Statue,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
598,Bust of Nelson Mandela,Suggested Duration Not Available,"Royal Festival Hall, London England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
599,Carlton House Terrace,Suggested Duration Not Available,"The Mall, London London W1 England",Ratings Not Available,"['Charing Cross', 'Piccadilly Circus', 'Rental Cars']"
600,Noor Inayat Khan Statue,Suggested Duration Not Available,"Gordon Square Gardens, London WC1H 0PD England",Ratings Not Available,"['Russell Square', 'Euston Square', 'Rental Cars']"
601,Hanwell Lock Flight Canalside,Suggested Duration Not Available,"Green Lane, London W7 2PJ England",Ratings Not Available,"['Boston Manor', 'Northfields', 'Rental Cars']"
602,Bow Church,Suggested Duration Not Available,"230 Bow Road, London E3 3AH England",Ratings Not Available,"['Bow Church', 'Pudding Mill Lane', 'Rental Cars']"
603,The Dockers Sculpture,Suggested Duration Not Available,"Royal Victoria Dock, London E16 1XL England",Ratings Not Available,"['Pontoon Dock', 'Royal Victoria', 'Rental Cars']"
604,Dunamis,Suggested Duration Not Available,"30 Park Lane, London W1K 1BE England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
605,Gladstone Monument,Suggested Duration Not Available,"95 Aldwych, London WC2B 4JF England",Ratings Not Available,"['Temple', 'Holborn', 'Rental Cars']"
606,Joy of Life Fountain,Suggested Duration Not Available,"Aldford Street North Gate Hyde Park, London England",Ratings Not Available,"['Bond St', 'Hyde Park Corner', 'Rental Cars']"
607,"Strand Lane 'Roman' Bath, London",Suggested Duration:< 1 hour,"5 Strand Lane, London WC2R 2NA England",3.5,"['Covent Garden', 'Embankment', 'Rental Cars']"
608,Cadiz Memorial,Suggested Duration Not Available,"Downing Street, London SW1A 2AL England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
609,White Tower,Suggested Duration Not Available,"London Tower, London EC3N 4AB England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
610,Saint Peter's Italian Church,Suggested Duration Not Available,"136 Clerkenwell Road, London EC1R 5DL England",Ratings Not Available,"['Farringdon', 'Chancery Lane', 'Rental Cars']"
611,Field Marshal Lord Clyde,Suggested Duration Not Available,"Waterloo Place, London SW1Y 5ED England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
612,Kensington Square,Suggested Duration Not Available,London England,3.5,"['High St Kensington', 'Gloucester Road', 'Rental Cars']"
613,Sir Keith Park Memorial,Suggested Duration Not Available,"St. James, London SW1Y 5ER England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
614,Equestrian Statue of the Duke of Wellington,Suggested Duration Not Available,"1 Cornhill, London EC3V 3ND England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
615,Aldwych Area,Suggested Duration Not Available,London England,Ratings Not Available,"['Temple', 'Covent Garden', 'Rental Cars']"
616,St Bartholomew's Gatehouse,Suggested Duration Not Available,"The Gatehouse 57A West Smithfield, London EC1A 9DS England",Ratings Not Available,"['Farringdon', 'Barbican', 'Rental Cars']"
617,Victoria,Suggested Duration Not Available,"Westminster, London England",Ratings Not Available,"['Buckhurst Hill', 'Roding Valley', 'Rental Cars']"
618,Farm Street,Suggested Duration Not Available,"114 Mount Street, London W1K 3AH England",Ratings Not Available,"['Bond St', 'Green Park', 'Rental Cars']"
619,Statue of Samuel Plimsoll,Suggested Duration Not Available,"Victoria Embankment, London SW1A 2HR England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
620,Getty Images Gallery,Suggested Duration:< 1 hour,"46 Eastcastle Street, London W1W 8DX England",4.5,"['Oxford Circus', 'Goodge St', 'Rental Cars']"
621,St Sophia's Cathedral,Suggested Duration Not Available,"St. Sophias Church Vicarage Moscow Road Bayswater, London W2 4LQ England",Ratings Not Available,"['Bayswater', 'Queensway', 'Rental Cars']"
622,Abbey Mills Pumping Station,Suggested Duration Not Available,"Abbey Lane, London E15 2RW England",Ratings Not Available,"['Abbey Road', 'Pudding Mill Lane', 'Rental Cars']"
623,Langham Place,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
624,Machine Gun Corps Memorial,Suggested Duration Not Available,"4 Duke of Wellington Place, London SW1W 0QH England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
625,King's College London Chapel,Suggested Duration Not Available,"Strand Ln King's Building, London WC2R 2LS England",Ratings Not Available,"['Temple', 'Covent Garden', 'Rental Cars']"
626,Blain/Southern,Suggested Duration Not Available,"4 Hanover Square, London W1S 1BP England",Ratings Not Available,"['Oxford Circus', 'Bond St', 'Rental Cars']"
627,Fan Bridge,Suggested Duration Not Available,"Paddington Basin, Merchant Square, London W2 1AZ England",Ratings Not Available,"['Edgware Road', 'Paddington', 'Rental Cars']"
628,Church of St. Botolph without Bishopsgate,Suggested Duration Not Available,"Aldgate High Street, London EC3N 1AB England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
629,Sir John Franklin Statue,Suggested Duration Not Available,"Waterloo Place, London SW1Y 5ER England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
630,Bedford Square,Suggested Duration Not Available,"Montague Pl, London England",Ratings Not Available,"['Tottenham Court Road', 'Goodge St', 'Rental Cars']"
631,Bela Bartok Memorial Kensington,Suggested Duration Not Available,"9HL Richmond Mansions 9 Old Brompton Road, London SW5 9HL England",Ratings Not Available,"[""Earl's Court"", 'West Brompton', 'Rental Cars']"
632,St. Michael Paternoster Royal Church,Suggested Duration Not Available,"St. Michael Paternoster Royal College Hill, London EC4R 2RL England",4.5,"['Cannon St', 'Mansion House', 'Rental Cars']"
633,Henry Bartle Frere Statue,Suggested Duration Not Available,"Victoria Embankment Gardens, London England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
634,Christopher Columbus Statue,Suggested Duration Not Available,"Belgrave Square Garden, London SW1X England",Ratings Not Available,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
635,Bernie Grants Arts Centre,Suggested Duration Not Available,"Enterprise Building Town Hall Approach Road, London N15 4RX England",Ratings Not Available,"['Seven Sisters', 'South Tottenham', 'Rental Cars']"
636,Charter House,Suggested Duration Not Available,"The Charterhouse Charterhouse Square, London EC1M 6AS England",Ratings Not Available,"['Barbican', 'Farringdon', 'Rental Cars']"
637,Robert Falcon Scott Statue,Suggested Duration Not Available,"Waterloo Place, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
638,Statue of the Earl Kitchener,Suggested Duration Not Available,"10 Downing Street, London SW1A 2AA England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
639,River Lee Navigation,Suggested Duration Not Available,"Wharf Road, Ponders End, Enfield, Post code should be EN3 4TA, London SW15 2EZ England",Ratings Not Available,"['Putney Bridge', 'Parsons Green', 'Rental Cars']"
640,Fishmongers' Hall,Suggested Duration Not Available,"Southern end of King William Street Fishmongers Hall, London EC4R 9EL England",Ratings Not Available,"['Monument', 'Cannon St', 'Rental Cars']"
641,Edith Cavell Memorial,Suggested Duration Not Available,"10 St. Martin's Place, London WC2N 4JL England",Ratings Not Available,"['Leicester Square', 'Charing Cross', 'Rental Cars']"
642,Brick Lane Jamme Masjid,Suggested Duration Not Available,"59 Brick Lane, London E1 6QL England",Ratings Not Available,"['Shoreditch High St', 'Aldgate East', 'Rental Cars']"
643,"Spencer Compton, 8th Duke of Devonshire Statue",Suggested Duration Not Available,"1 Horse Guards Avenue, London SW1A 2HU England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
644,St. Gabriel's Church,Suggested Duration:< 1 hour,"Warwick Square, Pimlico, London SW1V 2AD England",4,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
645,Sidney Herbert Statue,Suggested Duration Not Available,"Waterloo Place Saint Jame's, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
646,Cavalry Memorial,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
647,Statue Of James II,Suggested Duration Not Available,"Trafalgar Square, London England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
648,Boudiccan Rebellion,Suggested Duration Not Available,"Westminster Pier Victoria Embankment, London SW1A 2JH England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
649,Bow Street,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
650,"St Mary's Church, Putney",Suggested Duration Not Available,"Putney High Street, London SW15 1SN England",Ratings Not Available,"['Putney Bridge', 'Parsons Green', 'Rental Cars']"
651,The Pet Cemetery of Hyde Park,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Marble Arch', 'Edgware Road', 'Rental Cars']"
652,The Parish Church of St John-at-Hampstead,Suggested Duration Not Available,"Church Row, London NW3 6UU England",Ratings Not Available,"['Hampstead', 'South Hampstead', 'Rental Cars']"
653,Charlie Chaplin Statue,Suggested Duration Not Available,"Leicester Square, London England",Ratings Not Available,"['Leicester Square', 'Piccadilly Circus', 'Rental Cars']"
654,St Andrew Holborn,Suggested Duration Not Available,"5 St. Andrew Street, London EC4A 3AF England",Ratings Not Available,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
655,Westminster Chapel,Suggested Duration Not Available,"Buckingham Gate, London SW1E 6BS England",Ratings Not Available,"['Green Park', 'Hyde Park Corner', 'Rental Cars']"
656,St James Garlickhythe,Suggested Duration:< 1 hour,"Garlick Hill, London EC4V 2AF England",4.5,"['Mansion House', 'Cannon St', 'Rental Cars']"
657,Statue of Queen Anne,Suggested Duration Not Available,"76 St. Paul's Churchyard, London EC4M 8AY England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
658,George Canning Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
659,Statue of the Viscount Alanbrooke,Suggested Duration Not Available,"68 Whitehall, London SW1A 2AT England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
660,Ronald Reagan Statue,Suggested Duration Not Available,"Grosvenor Square US Embassy, London England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
661,Ferny Hill Farm,Suggested Duration Not Available,"Ferny Hill Farm Ferny Hill, London EN4 0PZ England",Ratings Not Available,"['Cockfosters', 'Oakwood', 'Rental Cars']"
662,Billingsgate,Suggested Duration Not Available,"16 Lower Thames Street, London EC3R 6EA England",Ratings Not Available,"['Monument', 'Tower Hill', 'Rental Cars']"
663,St Mary-at-Hill Church,Suggested Duration Not Available,"Lovat Lane, London EC3R 8EE England",Ratings Not Available,"['Monument', 'Bank', 'Rental Cars']"
664,Portland Place,Suggested Duration Not Available,London England,Ratings Not Available,"[""Regent's Park"", 'Great Portland St', 'Rental Cars']"
665,The St Lawrence and Mary Magdalene Drinking Fountain,Suggested Duration Not Available,"Carter Lane Carter Lane Garden, London England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
666,Chapter House and Pyx Chamber,Suggested Duration Not Available,"Abingdon Street Westminster Abbey, London, London SW1P 3PA England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
667,American Memorial Chapel,Suggested Duration Not Available,"St. Paul's Cathedral, London England",4.5,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
668,Woburn Walk,Suggested Duration Not Available,"Woburn Walk, London WC1H 0JL England",Ratings Not Available,"['Euston', 'London Euston', 'Rental Cars']"
669,Beau Brummell Statue,Suggested Duration Not Available,"53 Jermyn Street, London SW1Y 6LX England",Ratings Not Available,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
670,Old Bloomsbury,Suggested Duration Not Available,"Holborn tube station 88-94 Kingsway, London England",4,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
671,Farthing Downs,Suggested Duration Not Available,Address Not Available,4.5,[]
672,Red Cross Cottages & Garden,Suggested Duration Not Available,"Red Cross Garden 50 Redcross Way, London SE1 1HA England",Ratings Not Available,"['London Bridge', 'Southwark', 'Rental Cars']"
673,Cabinas Rojas de Londres,Suggested Duration Not Available,"Westminster Centro Històrico, London SW1A 1AA England",Ratings Not Available,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
674,The Francis Crick Institute,Suggested Duration:< 1 hour,"1 Midland Road, London NW1 1AT England",4,"[""King's Cross St. Pancras"", 'Euston', 'Rental Cars']"
675,The Church Of The Holy Cross,Suggested Duration Not Available,"Cromer Street, London WC1H 8JU England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Russell Square', 'Rental Cars']"
676,St Alphage Garden with ruins of St Alphage Church,Suggested Duration Not Available,"London Wall Place, London EC2Y 5AU England",Ratings Not Available,"['Moorgate', ""St. Paul's"", 'Rental Cars']"
677,Laurence Olivier Statue,Suggested Duration Not Available,"Theatre Ave National Theatre, London SE1 9PX England",Ratings Not Available,"['Waterloo', 'Temple', 'Rental Cars']"
678,Michael Faraday Statue,Suggested Duration Not Available,"2 Savoy Place, London WC2R 0BL England",Ratings Not Available,"['Embankment', 'Temple', 'Rental Cars']"
679,L.C.C. Fire Brigade Station Euston 1902,Suggested Duration Not Available,"Fire Station 172 Euston Road Euston Square, London NW1 2DH England",Ratings Not Available,"['Euston', 'London Euston', 'Rental Cars']"
680,The Russian Orthodox Church,Suggested Duration Not Available,"67 Ennismore Gardens, London SW7 1NH England",Ratings Not Available,"['Knightsbridge', 'Gloucester Road', 'Rental Cars']"
681,Emmanuel Centre,Suggested Duration Not Available,"9-23 Marsham Street Westminster, London SW1P 3DW England",Ratings Not Available,"['Waterloo', 'Charing Cross', 'Rental Cars']"
682,Rifle Brigade Monument,Suggested Duration Not Available,London SW1W 0AF England,Ratings Not Available,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
683,Lauderdale House,Suggested Duration:1-2 hours,"Lauderdale House Highgate Hill Waterlow Park, London N6 5HG England",4,"['Archway', 'Highgate', 'Rental Cars']"
684,Saint Saviour Pimlico,Suggested Duration Not Available,"Lupus Street, St George's Square, London SW1V 3QW England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
685,Crimea and Indian Mutiny memorial,Suggested Duration Not Available,"The Sanctuary, Westminster, London SW1P 3JS England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
686,Rowland Hill Statue,Suggested Duration Not Available,"2 King Edward Street, London EC1A 1HQ England",Ratings Not Available,"[""St. Paul's"", 'Barbican', 'Rental Cars']"
687,Charnel House,Suggested Duration Not Available,"Bishops Square Spitalfields, London England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
688,Newton Monument,Suggested Duration Not Available,"96 Euston Road, London NW1 2DB England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Euston', 'Rental Cars']"
689,Stairway to Heaven Memorial - Bethnal Green,Suggested Duration Not Available,"Bethnal Green Tube, London England",Ratings Not Available,"['Shoreditch High St', 'Bethnal Green', 'Rental Cars']"
690,St. Margaret Lothbury Church,Suggested Duration:< 1 hour,"Lothbury, London EC2R 7HH England",4.5,"['Bank', 'Bank', 'Rental Cars']"
691,King William IV Statue,Suggested Duration Not Available,London SE10 9JH England,Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
692,Lord Portal of Hungerford,Suggested Duration Not Available,"Victoria Embankment Gardens, London England",Ratings Not Available,"['Temple', 'Embankment', 'Rental Cars']"
693,The London Loop,Suggested Duration Not Available,"Moor Park to Hatch End, London England",Ratings Not Available,"['Moorgate', 'London Liverpool St', 'Rental Cars']"
694,The Huntress Fountain,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
695,St Ethelburga's,Suggested Duration Not Available,"78 Bishopsgate, London EC2N 4AG England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
696,The Flaming Orb Monument,Suggested Duration Not Available,"Paternoster Square, London EC4M 7DX England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
697,Adm Of Fleet Earl Mountbatten Of Burma Statue,Suggested Duration Not Available,"1 Horse Guards Road Foreign Office Green, London SW1A 2HQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
698,Charlie Chaplin' House,Suggested Duration Not Available,"39 Methley Street, London SE11 4AL England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
699,St John the Baptist Holland Road,Suggested Duration:< 1 hour,"St. John the Baptist Church Holland Road, London W14 8AH England",5,"[""Shepherd's Bush"", ""Shepherd's Bush"", 'Rental Cars']"
700,Downing Street,Suggested Duration Not Available,"Downing Street, London SW1A 2AL England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
701,William Edward Forster Statue,Suggested Duration Not Available,"Victoria Embankment Gardens, London WC2R 2AB England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
702,Our Lady of the Assumption and Saint Gregory,Suggested Duration Not Available,"5 Warwick Street, London W1B 5LU England",Ratings Not Available,"['Piccadilly Circus', 'Oxford Circus', 'Rental Cars']"
703,Field Marshal Lord Wolseley Statue,Suggested Duration Not Available,"Horse Guard Parade, London England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
704,Statue of Edward Jenner,Suggested Duration Not Available,"A402, London W2 2UD England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
705,Paul Julius Reuter,Suggested Duration Not Available,"1 Royal Exchange Avenue, London EC3V 3LT England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
706,StolenSpace Gallery,Suggested Duration Not Available,"17 Osborn Street, London E1 6TD England",Ratings Not Available,"['Aldgate East', 'Aldgate', 'Rental Cars']"
707,National Submarine War Memorial,Suggested Duration Not Available,"8 Victoria Embankment, London EC4Y 0HJ England",Ratings Not Available,"['Blackfriars', 'Temple', 'Rental Cars']"
708,St Georges RC Cathedral,Suggested Duration Not Available,"St George's Road Southwark, London SE1 7HY England",Ratings Not Available,"['Southwark', 'Waterloo', 'Rental Cars']"
709,The William Morris Society,Suggested Duration:< 1 hour,"26 Upper Mall Hammersmith, London W6 9TA England",4,"['Ravenscourt Park', 'Hammersmith', 'Rental Cars']"
710,Lord Lister Statue,Suggested Duration Not Available,"79 Portland Place, London W1B 1QY England",Ratings Not Available,"[""Regent's Park"", 'Great Portland St', 'Rental Cars']"
711,Robert Burns Statue,Suggested Duration Not Available,"Victoria Embankment Gardens Savoy Pl, London WC2N 6BJ England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
712,Arthur Sullivan Statue,Suggested Duration Not Available,"4 Savoy Place, London WC2N 6AT England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
713,London Sri Mahalakshmi Temple,Suggested Duration Not Available,"241 High Street North, London E12 6SJ England",Ratings Not Available,"['East Ham', 'Woodgrange Park', 'Rental Cars']"
714,Elfin Oak,Suggested Duration Not Available,"Kensington Gardens, London England",Ratings Not Available,"['Notting Hill Gate', 'High St Kensington', 'Rental Cars']"
715,St Mary's Church,Suggested Duration Not Available,"Wyndham Place York Street, London W1H 1PQ England",Ratings Not Available,"['Marylebone', 'Edgware Road', 'Rental Cars']"
716,House Mill,Suggested Duration Not Available,"Three Mills Lane, London E3 3DU England",Ratings Not Available,"['Bromley-by-Bow', 'Abbey Road', 'Rental Cars']"
717,Franklin D. Roosevelt Memorial,Suggested Duration Not Available,"Grosvenor Square, London England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
718,Central Saint Giles,Suggested Duration Not Available,"1-13 St. Giles High Street, London WC2H 8AG England",3.5,"['Tottenham Court Road', 'Covent Garden', 'Rental Cars']"
719,Lady Henry Somerset Memorial,Suggested Duration Not Available,"Victoria Embankment Gardens, London England",Ratings Not Available,"['Temple', 'Blackfriars', 'Rental Cars']"
720,Cheyne Walk,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
721,Neal Street,Suggested Duration Not Available,London England,Ratings Not Available,"['Covent Garden', 'Leicester Square', 'Rental Cars']"
722,St Alban's Holborn,Suggested Duration Not Available,"London, EC1N 7RD 18 Brooke Street, London EC1N 7RD England",Ratings Not Available,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
723,Kilburn,Suggested Duration Not Available,Address Not Available,3.5,[]
724,Bomber Harris Memorial,Suggested Duration Not Available,"265 Strand, London WC2R 1DH England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
725,Robert Raikes Statue,Suggested Duration Not Available,"Savoy Place, London WC2R 0BP England",Ratings Not Available,"['Embankment', 'Temple', 'Rental Cars']"
